Cyclists Names,Trip Name,Tagline,No. of riders,Male / Female,Nationalities,Start,Finish,Duration (months),Ongoing,Cost per person (original currency),Cost per person (GBP£),Total distance (km),Total distance miles,"Average monthly distance (km, calculated)",Cost per km (calculated),Cost per month (calculated),Type of bike,Bicycle make/model,Gears,Handlebars,Brakes,Wheel size,Luggage,What footwear/pedals did you use?,Europe,Africa,Australasia,North America,South America,Asia,Parts of Asia,Round-the-world,Website,Route map,Kit list,Titles,Buy (UK),Buy (World)
Ronnie de Jong and Linda Hofstra,travelbybike.nl,"‘The road ahead is empty, it's paved with miles of the unknown…'",2,Male and female,Dutch,Dec-12,Ongoing,"1 yrs, 0 m",Yes,€ 20 / day average,,14000,8699,"1,167",,,Touring bike,Santos Travelmaster 2.6 alu,1 bike Rohloff the other external,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,No,Yes,No,,Yes,travelbybike.nl,,,,,
"Alleykat - Alee Denham, Kat Webster",Alleykat Adventure 2012-2014,"The Netherlands to Australia, spending an average of one month in each country.",2,Male and female,Australian,Jul-12,Ongoing,"1 yrs, 5 m",Yes,$20 / day average,,25000,15534,"1,389",,,Touring bike,Co-Motion Equator Tandem w/ Rohloff hub and Belt Drive,Internal (hub) gears,Drop bars (racing style),Disc,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, South East Asia, Japan, South Korea",Yes,cyclingabout.com,,,,,
Stephen Fabes,Cycling The Six,The length of six continents,1,Male only,British,Jan-10,Ongoing,"3 yrs, 11 m",Yes,"$15,000","£9,129",60000,37282,"1,250",£0.15,£190,Touring bike,Santos,Internal (hub) gears,Butterfly,Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,Yes,Yes,Yes,Yes,Middle East,Yes,cyclingthe6.com,Map,Kit List,,,
Julian Bloomer and Eleanor Beck,The Slow Way Home,Round the world,2,Male and female,"Irish, British",Jul-08,Jan-14,"5 yrs, 6 m",No,,,85000,52817,"1,308",,,Touring bike,Thorn Raven Tour (Julian) Surly Long Haul Trucker (Ellie),Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,Yes,No,Yes,Yes,Yes,"Middle East, Central Asia, South East Asia, China",Yes,theslowwayhome.blogspot.com,,,,,
"Michael Haeuslmann, Hajar Sadeghinezhad",Cycling The World,"Planned to see it all, fell in love while cycling through the Middle East, still going, but not alone anymore.",2,Male and female,"German, Iranian",Apr-12,Ongoing,"1 yrs, 9 m",Yes,5000,"£4,202",16000,9942,762,£0.26,£200,Touring bike,Santos Travelmaster,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,mike-on-a-bike.com,Map,Kit List,,,
Gayle Dickson & John Burnham,"""Sloths on Wheels""",Cycling SLOWLY from Norway to Japan.....really exploring not just cycling through a country from A to B. We have even cycled west at times and not east !! Just spent 18 months exporing parts of Europe we'd never been to before.,2,Male and female,British,Jul-12,Ongoing,"1 yrs, 6 m",Yes,€20 / day average,,14500,9010,806,,,Mountain bike,"Trek 4,300",External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,Yes,No,No,No,Yes,Turkey,Yes,slothsonwheels.blogspot.com,,,,,
"Jane Mountain, Stephen Ewashkiw",My Five Acres,"Rome to Russia, Helsinki to Berlin, and Beijing to Bali in 18 months",2,Male and female,Canadian,Mar-13,Jan-14,"0 yrs, 10 m",No,,,16000,9942,"1,600",,,Touring bike,Surly Long-Haul Trucker,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,No,No,No,No,Yes,"South East Asia, China",No,http://www.myfiveacres.com,,,,,
"Zita Zarug, Arpad Harkanyi",Honeymoon Around The World,Honeymoon Around The World on two recumbent bicycles.,2,Male and female,Hungarian,Jun-11,Ongoing,"2 yrs, 7 m",Yes,"$12,000","£7,303",23200,14416,748,£0.31,£236,Recumbent,Nazca Gaucho,Internal (hub) gears,Under Seat Steering (USS),Disc,"26""",Back rack,Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,facebook.com/cyclingthe360,,,Cycling the 360 (Hungarian only),Buy Now (UK),Buy Now (World)
Ernest Markwood,Africa and Beyond by Bicycle,Through Africa first (then didn't know when to stop),1,Male only,South African,Mar-07,Ongoing,"6 yrs, 10 m",Yes,,,120700,75000,"1,472",,,Mountain bike,Scott MTB frame,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,Yes,Yes,Yes,Yes,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,ernestonbike.blogspot.com,,,,,
Charlie Walker,,"UK to UK via Nordkapp, Singapore and Cape Town.",1,Male only,British,Jul-10,Ongoing,"3 yrs, 6 m",Yes,"£10,000","£10,000",55000,34176,"1,279",£0.18,£233,Hybrid,Marin Muirwoods '06,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,No,No,No,Yes,"Middle East, Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",No,charliewalkerexplore.co.uk,,,,,
James Ketchell,World Cycle 2013,"Round the world cycle, finishing part of a global triathlon.",1,Male only,British,Jun-13,Feb-14,"0 yrs, 8 m",No,"£19,000","£19,000",29000,18020,"4,143",£0.66,"£2,714",Cyclocross,Trek Cyclocross,External gears,Drop bars (racing style),Rim,700c,Frame and saddle bag,Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,Yes,No,Yes,"South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,jamesketchell.net,,,It's all Mental (coming soon),,
Mirjam Wouters,1 life 2 wheels,Homeless on a pushbike,1,Female only,Dutch,Mar-07,Ongoing,"6 yrs, 11 m",Yes,,,65000,40389,783,,,Touring bike,multicycle,Internal (hub) gears,Butterfly,Rim,Other,"Front rack, Back rack, Trailer",,Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,cyclingdutchgirl.com,,,,,
Tom Boughton,Newcastle - Muscat,"Roman empire from Antonine wall to Trajans eastern conquests in the east via Rome with Iran, UAE and Oman thrown in for good measure.",1,Male only,British,May-13,Feb-14,"0 yrs, 9 m",No,"$3,000","£1,826",12000,7456,"1,200",£0.15,£183,Touring bike,Thorn Raven,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,Middle East,No,blackdogbicycling.blogspot.com,Map,Kit List,,,
Arcot Naga Raj,Tour of India on Pedal and Saddle,"Around India (touching all four corners, i.e. East, South, West & North.",1,Male only,Indian,Oct-13,Feb-14,"0 yrs, 4 m",No,"$3,000","£1,826",14197.55,8822,"3,549",£0.13,£456,Hybrid,TREK 7.3fx Hybrid,External gears,Straight (mountain bike style inc. those with bar ends),Rim,700c,Back rack,"Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,No,No,Yes,"Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,https://www.facebook.com/pages/Tour-of-India-on-Pedal-and-Saddle/280168038750014?fref=photo,,,,,
Kieran Rowley and Natasha von Memerty,Downhill from here,Travelling East from the UK until either the money or our legs run out.,2,Male and female,"British, South African",May-13,Ongoing,"0 yrs, 10 m",Yes,"£3,500","£3,500",10000,6214,"1,000",£0.35,£350,Touring bike,Surly Long Haul Trucker and Dawes Galaxy,External gears,Drop bars (racing style),Rim,"26"" and 700c","Front rack, Back rack, Handlebar bag","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,Central Asia,Yes,downhillfromhere.net,Map,Kit List,,,
"Luke Weller, Alf Chappell, Sam Tucker",Just Around The Corner,"Turkey - Cape Town, 3 guys, 3 bikes always Just Around The Corner",3,Male only,British,Sep-13,Mar-14,"0 yrs, 6 m",No,"£3,000","£3,000",13000,8078,"2,167",£0.23,£500,Touring bike,Koga World Traveller,Internal (hub) gears,Butterfly,Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,Yes,No,No,No,No,,No,facebook.com/Justaroundthecorner54,,,,,
Rob Lutter,The LifeCycle,"London to London 30,000km creative world cycle adventure for mental health.",1,Male only,British,Sep-11,Ongoing,"2 yrs, 6 m",Yes,"£6,000","£6,000",19200,11930,640,£0.31,£200,CycloCross,Kona: Jake the Snake 2011,External gears,Butterfly + Ends,Rim,700c,Back rack,Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,Yes,No,Yes,"Middle East, Central Asia, South East Asia, China",Yes,roblutter.com,Map,,,,
Maxime Mussard,Norway-Nigeria 2013-14,"Norway to South Africa trip, stopped in Nigeria",1,Male only,French,Sep-13,Mar-14,"0 yrs, 6 m",No,5000,"£4,202",13320,8277,"2,220",£0.32,£700,Touring bike,VSF TX-1000,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,No,No,No,No,,No,ilestlibremax.over-blog.com,,,,,
Ed Cox,Bristol 2 Brisbane,Bristol 2 Brisbane and a lot of places in between (via India),1,Male only,British,May-13,Mar-14,"0 yrs, 10 m",No,,,16000,9942,"1,600",,,Touring bike,Roberts Roughstuff,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,www.bristol2brisbane.co.uk,Map,Kit List,,,
Henrik Frederiksen,World On Bike,"4 years cycling around the world, dreaming about crossing the 6 continents but, eventually, going where life is taking me.",1,Male only,Danish,Apr-11,Ongoing,"3 yrs, 0 m",Yes,,,65000,40389,"1,806",,,Touring bike,Koga Signature,External gears,Butterfly,Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,Yes,Yes,Yes,Yes,"Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,worldonbike.com,,,,,
"naomi johnson, john chevis",The world at 15mph,Sell homes. Meet a stranger. Ride a bike.,2,Male and female,British,Jul-12,Ongoing,"1 yrs, 9 m",Yes,,,26032,16176,"1,240",,,Touring bike,koga signature,Internal (hub) gears,Butterfly,Rim,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,Yes,Yes,Yes,No,Yes,"South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,www.bikemind.co.uk,,,,,
Zoltan Szabo,Góbéságok a Föld körül,To feel the freedom.,1,Male only,Hungarian,Jun-13,Ongoing,"0 yrs, 10 m",Yes,,,20020,12440,"2,002",,,Recumbent,Nazca Fuego,Internal (hub) gears,Upper Seat Steering,Disc,"20"" front, 26"" rear",Back rack,Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, South East Asia, China",Yes,http://kobrazoli.wordpress.com,,,,,
"Sam Mitchell, Elliot Macdonald, Wade Luscombe",round the world cycle 13/14,Round the world for charity on a budget,3,Male only,British,Sep-13,Apr-14,"0 yrs, 7 m",No,"£8,000","£8,000",28800,17896,"4,114",£0.28,"£1,143",Touring bike,Dawes Super Galaxy,External gears,Butterfly,Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots) - flip flops",Yes,No,Yes,Yes,No,Yes,"Middle East, Central Asia, South East Asia, China, Russia",Yes,charitycycle2013.co.uk,,,,,
Andy Rutherford,,South America - venezuela to Tierra del Fuego,1,Male only,Scottish,Apr-13,Apr-14,"1 yrs, 0 m",No,"£6,000","£6,000",13600,8451,"1,133",£0.44,£500,Touring bike,Charge Mixer,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Disc,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,No,Yes,No,,No,www.placesivemadetea.wordpress.com,,,,,
Lorenzo Rojo,,Munduan Barrena Bizikletaz,1,Male only,Basque,Jul-97,Ongoing,"16 yrs, 9 m",Yes,Cheap,,190000,118061,941,,,Mountain bike,Cromoly frame,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,Yes,Yes,Yes,Yes,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,munduanbarrena.blogspot.com,,,,,
Alex Lester,roundpeanut ride,"around australia, overland from singapore to europe",1,Male only,British,Jan-13,Apr-14,"1 yrs, 3 m",Yes,,,24500,15224,"1,633",,,Touring bike,Steel frame mtb tourer,External gears,Butterfly,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,Yes,No,No,Yes,"Central Asia, South East Asia, China",No,www.roundpeanut.com,,,,,
Elmar & Ellen van Drunen,Cycling the Americas by Fietsjunks,Two years cycling through the Americas... and maybe beyond!,2,Male and female,Dutch,Sep-13,Ongoing,"0 yrs, 7 m",Yes,,,10195,6335,"1,456",,,Touring bike,Santos Travel Lite,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"29""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,Yes,Yes,No,,Yes,http://www.fietsjunks.nl,,,,,
Leigh Timmis,Pedal360,An around the world challenge that turned into a lifestyle,1,Male only,British,Jun-10,Ongoing,"3 yrs, 11 m",Yes,"£11,000","£11,000",35600,22121,757,£0.31,£234,Touring bike,Mercian Custom Build,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,www.pedal360.com,,,,,
Frank Jensen,Nz - Australia 13/14,"Nz North to South, Australia: Darwin-Alice Speings-Ayers Rock-Adelaide-Melbourne-Sydney",1,Male only,Danish,Oct-13,May-14,"0 yrs, 7 m",No,,,"10,119",6288,"1,446",,,Touring bike,Cannondale Tesara 3,External gears,Butterfly,Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,Yes,No,No,No,,No,Www.frankdownunder.dk,,,,,
Moritz Koch,Never ending World trip,?Never ending World trip? It is just too nice. But lets see?,1,Male only,German,Jul-13,Ongoing,"0 yrs, 10 m",Yes,1000,£840,19090,11862,"1,909",£0.04,£84,Touring bike,Pegasus,External gears,Straight (mountain bike style inc. those with bar ends),Rim,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Middle East, Central Asia, China",Yes,,,,,,
Rhys Guard,,Just riding and exploring,1,Male only,British,Jun-13,Ongoing,"0 yrs, 11 m",No,"£7,000","£7,000",29000,18020,"2,636",£0.24,£636,Touring bike,Thorn Sherpa,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,Yes,No,No,Yes,South East Asia,No,,,,,,
Jude Walter and Astrid Abele,Foonsonbikes,Australia to Scotland and then maybe further.,2,Female only,Australian,Apr-13,Ongoing,"1 yrs, 1 m",Yes,,,12000,7456,857,,,Touring bike,Velosmith Jota,Internal (hub) gears,Butterfly,Disc,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,No,No,Yes,"South East Asia, China",Yes,foonsonbikes.wordpress.com,,,,,
Chris Gruar,cycling4cancer,"43 000km across the world in aid of Worldwide Cancer Research, zigzagging via The Arctic Circle, The Balkans, The Silk Road and SE Asia.",1,Male only,Australian,Mar-12,Jun-14,"2 yrs, 3 m",No,"$12,000","£7,303",42812,26602,"1,647",£0.17,£281,Touring bike,Dawes Super Galaxy 2012,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,No,No,Yes,"Central Asia, South East Asia, China",Yes,www.cycling4cancer.com,Map,Kit List,,,
Cinderella Servranckx,CyclingCindy,Feel the World on a Bicycle,1,Female only,Dutch,May-12,Ongoing,"2 yrs, 1 m",Yes,,,25000,15534,"1,000",,,Touring bike,Santos,Internal (hub) gears,Bull bars,Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,No,No,No,Yes,"Middle East, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,www.cyclingcindy.wordpress.com,,,,,
Karolina and Aleksander Klaja,Across Asia with a tandem,Poland to Singapore on a Polish made folding tandem.,2,Male and female,Polish,Apr-13,Jun-14,"1 yrs, 2 m",No,25000 PLN,"£5,000","22,500",13981,"1,607",£0.22,£357,Tandem,Romet Duet,Internal (hub) gears,riser,Disc,"20""","Front rack, Back rack, Trailer","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"South East Asia, China, Russia, Kazakhstan, Mongolia, South Korea & Japan",No,www.inka-olo.pl,Map,,,,
Olivier Peyre,Fly'n'Roll - En route avec Aile,Unpowered paragliding world tour by bike and hitchhiking sailboat 2008 - 2016,1,Male only,French,Jul-08,Ongoing,"6 yrs, 0 m",Yes,12000,"£10,084",43000,26719,597,£0.23,£140,Touring bike,Fahrrad Manufaktur T400,External gears,Bull bars,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,Yes,No,No,Yes,No,,Yes,www.enrouteavecaile.com,,,,,
J. Randy Houk,Nothing Better To Do (than to cycle tour),A meandering journey around North America.,1,Male only,American,Nov-12,Jul-14,"1 yrs, 8 m",No,,,13286,8256,664,,,Touring bike,Surly Long Haul Trucker,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack, Trailer",Shoes that attach to the pedals (e.g. SPD),No,No,No,Yes,No,No,,No,www.nothing-better-to-do.com,,Kit List,,,
Heike Pirngruber,Let's go East - Cycling solo from Germany to Australia,Female cycling solo from Germany to Australia,1,Female only,German,May-13,Ongoing,"1 yrs, 2 m",Yes,,,19200,11930,"1,371",,,Mountain bike,Cube,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, China",Yes,www.pushbikegirl.com,,,,,
"Toby Brown, Katie Gimson",NZ Overland to UK/IRELAND,NZ overland to Ireland,2,Male and female,New Zealand,Oct-13,Ongoing,"0 yrs, 10 m",Yes,NZ$50 day,,10363,6439,"1,036",,,Touring bike,Vivente Randonneur,External gears,Butterfly,Disc,Both,"Front rack, Back rack",Pedals with baskets/cages/straps,Yes,No,Yes,No,No,Yes,"Central Asia, South East Asia, China",Yes,,,,,,
Laura and Tim Moss,The Next Challenge,London to Melbourne and back across the US,2,Male and female,British,Aug-13,Ongoing,"1 yrs, 0 m",Yes,6000,"£6,000",13055,8112,"1,088",£0.46,£500,Touring bike,Ridgeback World Panorama,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,Yes,No,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,www.thenextchallenge.org/portfolio/bigcycle,,,How to Cycle Around the World: and Other Iconic Adventures,Buy Now (UK),Buy Now (World)
Alex Lester,,around australalia then back to england from singapore,1,Male only,British,Jan-13,Aug-14,"1 yrs, 7 m",No,"£6,000","£6,000",35543,22085,"1,975",£0.17,£333,Mountain bike,Pacific Mountain Bike,External gears,Butterfly,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Central Asia, South East Asia, China",Yes,www.roundpeanut.com,,,,,
Ana Vivian,Pedal América do Sul Pedarilhos,"Two years cycling around South America, more than 80% nights camping",2,Male and female,brazilians,Jun-12,Aug-14,"2 yrs, 2 m",No,"$4,500","£2,739",24000,14913,923,£0.11,£105,Mountain bike,trek 870,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,No,Yes,No,,No,www.pedarilhos.com.br,,,,,
Rafael Vacas,De Coruna a Nepal en Bici,"From Coruña, Spain to ABC, Nepal by bike... now heading for SE Asia and Australia",1,Male only,Spanish,May-13,Ongoing,"1 yrs, 3 m",Yes,5000,"£4,202",16000,9942,"1,067",£0.26,£280,Mountain bike,BH TOP LINE,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""",Back rack,Pedals with baskets/cages/straps,Yes,No,No,No,No,Yes,"Middle East, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,https://www.facebook.com/anepalenbicien2013?ref=hl,,,,,
JB Dodane,FreeWheely,Cycling Africa beyond mountains and deserts,1,Male only,French,Nov-12,Aug-14,"1 yrs, 9 m",No,8560,"£7,193",26609,16534,"1,210",£0.27,£327,Touring bike,VSF Fahrradmanufaktur TX-400,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,Yes,No,No,No,No,,No,http://freewheely.com,,,,,
"Will Frazer, Johan du Plessis",Riding for Rhinos,Cycling around the world in 7 months to help save the rhino,2,Male only,British,Apr-14,Ongoing,"0 yrs, 5 m",Yes,"£3,500","£3,500",15298,9506,"3,060",£0.23,£700,Touring bike,Pearsons/I may be some time,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Central Asia, China",Yes,www.ridingforrhinos.org,Map,Kit List,,,
Ryan Sclar,Across Eurasia,"Atlantic Ocean near Lisbon, Portugal to Pacific Ocean near Shanghai, China.",1,Male only,American,Jan-14,Sep-14,"0 yrs, 8 m",No,"£9,000","£5,477","17,000",10563,"2,125",£0.32,£685,Mountain bike,Novara Metro,External gears,Butterfly,Rim,"26""",Back rack,Pedals with baskets/cages/straps,Yes,No,No,No,No,Yes,"Middle East, Central Asia, China, Russia",No,http://ryansclarbikingacrosseurasia.blogspot.com/,,,,,
Derek Cullen,Cycle Across Africa,Cape to Cairo: A search for meaning on a bicycle,1,Male only,Irish,Oct-13,Sep-14,"0 yrs, 11 m",No,4000,"£3,361",11000,6835,"1,000",£0.31,£306,Mountain bike,Trek 820,External gears,Bull bars,Rim,"26""","Front rack, Back rack",Hiking shoes,No,Yes,No,No,No,No,,No,http://www.nohangingaround.com,,,,,
James Finnerty,121 Degrees - From London to Shanghai,London to Shanghai cycling every inch excluding UK-France ferry and Istanbul-Yalova ferry.,1,Male only,British,Oct-13,Oct-14,"1 yrs, 0 m",No,"£4,200","£4,200",17135,10647,"1,428",£0.25,£350,Touring bike,Roux Etape 250,External gears,Drop bars (racing style),Disc,700c,"Front rack, Back rack, Framebag",Pedals with baskets/cages/straps,Yes,No,No,No,No,Yes,"Middle East, Central Asia, China",No,http://www.121degrees.co.uk,,,,,
"Janice Ebenstiner, Paul vanPeenen",The Bike Trip 2013-14,"We began in Iceland, crossed to northern Norway and cycled for 8 months through Europe to Istanbul, flew to southern Chile and cycled north for 8 months, finishing in Ecuador.",2,Male and female,Canadian,May-13,Oct-14,"1 yrs, 5 m",No,"£13,000","£13,000",20000,12427,"1,250",£0.65,£813,Touring bike,Rodriguez UTB,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,Yes,No,,Yes,2lovecycling.com,,,,,
Fraser Baillie,Cyclehacker World Tour,Four year cycle around the world,1,Male only,Scottish,Aug-13,Ongoing,"1 yrs, 2 m",Yes,"£5,750","£5,750",18080,11234,"1,205",£0.32,£383,Touring bike,Surly Long Haul Trucker,External gears,Butterfly,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,Yes,Yes,Yes,"Middle East, Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,www.cyclehacker.com,,,Cyclehacking,Buy Now (UK),Buy Now (World)
Charlie & Pip,Back To Blighty,Malaysia to London,2,Male and female,British,Dec-13,Ongoing,"0 yrs, 10 m",Yes,£450 / month,,11500,7146,"1,150",,,Touring bike,Surly LHT,External gears,Butterfly,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Central Asia, South East Asia, China",No,www.backtoblighty.com,,,,,
Andrew Charnley,,Around The World On Two Wheels,1,Male only,British,Jul-13,Ongoing,"1 yrs, 4 m",Yes,"$10,000","£6,086",20000,12427,"1,250",£0.30,£380,Touring bike,Custom,External gears,Butterfly,Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,No,No,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,http://www.andrewcharnley.com,,,On Two Wheels,Buy Now (UK),Buy Now (World)
Brad McCartney,BikeHikeSafari,"Alaska to Argentina with by bicycle, hiking and canoe, exploring the most amazing areas of nature, after the Americas who knows......",1,Male only,Australian,Feb-14,Ongoing,"0 yrs, 9 m",Yes,"$7,000","£4,260",11726,7286,"1,303",£0.36,£473,Touring bike,Thorn Nomad,Internal (hub) gears,Thorn comfort bars,Rim,"26""",Back rack,hiking shoes or sandles,No,No,Yes,Yes,No,No,,Yes,http://bikehikesafari.com/,,Kit List,,,
Do?a Can Yaman,The Medium is The Message,The medium is the message,1,Male only,Turkish,Aug-13,Ongoing,"1 yrs, 3 m",Yes,,,10000,6214,714,,,Touring bike,Surly LHT,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,No,No,Yes,"Middle East, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), iran, pakistan",No,aracmesajdir.org,,,,,
Barbara Schertenleib,,Switzerland to Thailand along Silk Road,1,Female only,Swiss,Mar-14,Ongoing,"0 yrs, 8 m",Yes,1400,"£1,176",16008,9947,"2,001",£0.07,£147,had to change the bike in China,Koga Myata 7 Giant MTB,External gears,Butterfly,Disc,"26""",Trailer,"Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,No,No,Yes,"Middle East, Central Asia, South East Asia, China",No,,,,,,
Pablo Mandado and Ilze Zebolde,The Crazy Travel,On-going multi-year world the round bicycle adventure,2,Male and female,Spanish and Latvian,Jan-14,Ongoing,"0 yrs, 10 m",Yes,920,£773,10350,6431,941,£0.07,£70,Touring bike,Thorn Nomad MK2,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,No,,Yes,http://thecrazytravel.com/,,,,,
